replicate,k,subsample_size,ari_vs_primary_on_sample,nmi_vs_primary_on_sample,exact_label_match_fraction_after_permutation,permutation_mapping
41,5,632,0.6985066545156577,0.7626582439191941,0.8623417721518988,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 4}"
41,6,632,0.8405206311203167,0.839852609450805,0.9256329113924051,"{""0"": 2, ""1"": 3, ""2"": 5, ""3"": 0, ""4"": 1, ""5"": 4}"
42,2,632,0.9132178988000271,0.8602433238704758,0.9778481012658228,"{""0"": 1, ""1"": 0}"
42,3,632,0.9793526336948734,0.9654366542438401,0.9936708860759493,"{""0"": 2, ""1"": 1, ""2"": 0}"
42,4,632,0.9597849943884152,0.9481992514834817,0.9857594936708861,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1}"
42,5,632,0.7028025623493489,0.7285924818234675,0.8607594936708861,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 3, ""4"": 1}"
42,6,632,0.8235691473524425,0.833684853273403,0.9224683544303798,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 0, ""5"": 4}"
43,2,632,0.9936708779013222,0.9845510529189185,0.9984177215189873,"{""0"": 1, ""1"": 0}"
43,3,632,0.782166855119793,0.7777149523569088,0.930379746835443,"{""0"": 1, ""1"": 0, ""2"": 2}"
43,4,632,0.9859605387786476,0.9799012421674491,0.995253164556962,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
43,5,632,0.6460115963592811,0.6946209264245601,0.8180379746835443,"{""0"": 2, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 4}"
43,6,632,0.5941999437528656,0.683858686414989,0.7231012658227848,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 5, ""4"": 4, ""5"": 1}"
44,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
44,3,632,0.7961097294524586,0.7969270627774842,0.9367088607594937,"{""0"": 2, ""1"": 1, ""2"": 0}"
44,4,632,0.9502746462949485,0.9397145036468436,0.9825949367088608,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
44,5,632,0.8676190878052246,0.8734378455685939,0.9477848101265823,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 4}"
44,6,632,0.502838389357387,0.6039341458461386,0.6661392405063291,"{""0"": 5, ""1"": 0, ""2"": 4, ""3"": 1, ""4"": 3, ""5"": 2}"
45,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
45,3,632,0.9922716462681751,0.9810125012966967,0.9968354430379747,"{""0"": 1, ""1"": 0, ""2"": 2}"
45,4,632,0.9723408928066514,0.9631004205616126,0.990506329113924,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
45,5,632,0.68338744194824,0.7217887055748953,0.8512658227848101,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 2}"
45,6,632,0.9248023174297393,0.9145595708926263,0.9636075949367089,"{""0"": 1, ""1"": 5, ""2"": 4, ""3"": 3, ""4"": 2, ""5"": 0}"
46,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
46,3,632,0.895545224029886,0.8735967019228303,0.9683544303797469,"{""0"": 2, ""1"": 1, ""2"": 0}"
46,4,632,0.962425699428638,0.9444566075523237,0.9857594936708861,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 0}"
46,5,632,0.6017276512657862,0.6751331469423553,0.8164556962025317,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 3, ""4"": 1}"
46,6,632,0.6346097088396772,0.7313916168226828,0.7674050632911392,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 0, ""5"": 2}"
47,2,632,0.9936707320381766,0.9845129638718383,0.9984177215189873,"{""0"": 0, ""1"": 1}"
47,3,632,0.7555664198945219,0.7696148322138184,0.9224683544303798,"{""0"": 0, ""1"": 1, ""2"": 2}"
47,4,632,0.9559911051331389,0.9409938465143797,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
47,5,632,0.8236582696538025,0.8378922128773052,0.9272151898734177,"{""0"": 2, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 0}"
47,6,632,0.7752050189337517,0.8140736798822839,0.8987341772151899,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3, ""4"": 5, ""5"": 4}"
48,2,632,0.9873618317024134,0.9722996367512691,0.9968354430379747,"{""0"": 0, ""1"": 1}"
48,3,632,0.9794796517458905,0.9655278377541362,0.9936708860759493,"{""0"": 1, ""1"": 0, ""2"": 2}"
48,4,632,0.9798103601501065,0.9666689794080743,0.9920886075949367,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
48,5,632,0.8325171049313693,0.8419551015891822,0.930379746835443,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 4, ""4"": 2}"
48,6,632,0.5010477747480184,0.6210058823983976,0.6566455696202531,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 0, ""5"": 2}"
49,2,632,0.9936707320381766,0.9845129638718383,0.9984177215189873,"{""0"": 1, ""1"": 0}"
49,3,632,0.9809687555976775,0.9628863695954711,0.9936708860759493,"{""0"": 1, ""1"": 0, ""2"": 2}"
49,4,632,0.9572106372344222,0.9430603189064922,0.9841772151898734,"{""0"": 3, ""1"": 2, ""2"": 0, ""3"": 1}"
49,5,632,0.984573581887701,0.9783729435341344,0.9936708860759493,"{""0"": 3, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 1}"
49,6,632,0.511356803898576,0.6115289280416842,0.6661392405063291,"{""0"": 4, ""1"": 5, ""2"": 2, ""3"": 0, ""4"": 3, ""5"": 1}"
50,2,632,0.9936708273299782,0.984531938410481,0.9984177215189873,"{""0"": 0, ""1"": 1}"
50,3,632,0.9902753914527176,0.9802408449988304,0.9968354430379747,"{""0"": 2, ""1"": 0, ""2"": 1}"
50,4,632,0.972754428164295,0.9632294233129947,0.990506329113924,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
50,5,632,0.5990859181742979,0.6425554819369289,0.7832278481012658,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 3, ""4"": 0}"
50,6,632,0.8196852632137904,0.818125502317054,0.9177215189873418,"{""0"": 2, ""1"": 4, ""2"": 5, ""3"": 1, ""4"": 3, ""5"": 0}"
51,2,632,0.9873618279998477,0.9722811651523068,0.9968354430379747,"{""0"": 0, ""1"": 1}"
51,3,632,0.9779417693035252,0.9587453610648801,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 0}"
51,4,632,0.8760218298764302,0.8747108639412203,0.9556962025316456,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
51,5,632,0.6391758351275296,0.7168713402111889,0.8354430379746836,"{""0"": 4, ""1"": 2, ""2"": 3, ""3"": 1, ""4"": 0}"
51,6,632,0.8621834243617362,0.8467627396761421,0.9382911392405063,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 0, ""5"": 5}"
52,2,632,0.9873617816565615,0.9722569607566607,0.9968354430379747,"{""0"": 1, ""1"": 0}"
52,3,632,0.9902362297471098,0.980295454229634,0.9968354430379747,"{""0"": 0, ""1"": 2, ""2"": 1}"
52,4,632,0.9236065089033235,0.9132908252998653,0.9731012658227848,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
52,5,632,0.8661260325476451,0.8662726853953985,0.9462025316455697,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 1}"
52,6,632,0.671358893885623,0.7232086999079239,0.8433544303797469,"{""0"": 3, ""1"": 1, ""2"": 4, ""3"": 2, ""4"": 5, ""5"": 0}"
53,2,632,0.9936708844547795,0.9845572768755257,0.9984177215189873,"{""0"": 1, ""1"": 0}"
53,3,632,0.9642414295987598,0.9425514741366112,0.9889240506329114,"{""0"": 1, ""1"": 2, ""2"": 0}"
53,4,632,0.9103849946629103,0.9082148445136151,0.9683544303797469,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
53,5,632,0.8864411710305218,0.8839113090766798,0.9556962025316456,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 4, ""4"": 2}"
53,6,632,0.8697597564815022,0.8817149853965426,0.9493670886075949,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3, ""5"": 2}"
54,2,632,0.9936708795517861,0.9845727079369875,0.9984177215189873,"{""0"": 1, ""1"": 0}"
54,3,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0, ""2"": 2}"
54,4,632,0.9686464287867982,0.9563242245208967,0.9889240506329114,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
54,5,632,0.49933279095278454,0.6204146967999304,0.7341772151898734,"{""0"": 2, ""1"": 0, ""2"": 4, ""3"": 3, ""4"": 1}"
54,6,632,0.7376443504345226,0.7811630746825733,0.8686708860759493,"{""0"": 5, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 3, ""5"": 4}"
55,2,632,0.9873618334112892,0.9722911154449129,0.9968354430379747,"{""0"": 1, ""1"": 0}"
55,3,632,0.9740353686249378,0.9591482903550143,0.9920886075949367,"{""0"": 2, ""1"": 0, ""2"": 1}"
55,4,632,0.9338733413575795,0.9129685265361172,0.9762658227848101,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1}"
55,5,632,0.6379471143186051,0.6907117086492105,0.8180379746835443,"{""0"": 4, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 2}"
55,6,632,0.5035030773425868,0.6277226897823033,0.6566455696202531,"{""0"": 3, ""1"": 4, ""2"": 1, ""3"": 2, ""4"": 5, ""5"": 0}"
56,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
56,3,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1, ""2"": 2}"
56,4,632,0.9692396319800308,0.9554358299753303,0.9889240506329114,"{""0"": 0, ""1"": 2, ""2"": 3, ""3"": 1}"
56,5,632,0.6147112547730399,0.6687200854499167,0.805379746835443,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2, ""4"": 4}"
56,6,632,0.8792504158627719,0.8795326037376252,0.9509493670886076,"{""0"": 5, ""1"": 2, ""2"": 4, ""3"": 1, ""4"": 3, ""5"": 0}"
57,2,632,0.9810728417628691,0.9612132085321339,0.995253164556962,"{""0"": 1, ""1"": 0}"
57,3,632,0.8149241664008177,0.8134600418552999,0.9430379746835443,"{""0"": 1, ""1"": 0, ""2"": 2}"
57,4,632,0.9677394011316953,0.9618314338518419,0.9889240506329114,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
57,5,632,0.9029697799835912,0.8994324833856219,0.9620253164556962,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0, ""4"": 4}"
57,6,632,0.49523964112941193,0.5911508639146943,0.6582278481012658,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 5}"
58,2,632,0.974803885403192,0.9446488675557404,0.9936708860759493,"{""0"": 0, ""1"": 1}"
58,3,632,0.7632942303451611,0.7797152269661357,0.9256329113924051,"{""0"": 1, ""1"": 2, ""2"": 0}"
58,4,632,0.9292815403167952,0.9086919678382983,0.9746835443037974,"{""0"": 2, ""1"": 3, ""2"": 1, ""3"": 0}"
58,5,632,0.7811705523057828,0.8087921591775897,0.9082278481012658,"{""0"": 2, ""1"": 4, ""2"": 0, ""3"": 3, ""4"": 1}"
58,6,632,0.4852158522985791,0.6049181882248882,0.6439873417721519,"{""0"": 5, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 2}"
59,2,632,0.9810727796095887,0.9611737404243127,0.995253164556962,"{""0"": 0, ""1"": 1}"
59,3,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 2, ""2"": 0}"
59,4,632,0.958354609874322,0.9341043206761076,0.9841772151898734,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
59,5,632,0.616680281009953,0.6813495970512922,0.7863924050632911,"{""0"": 4, ""1"": 2, ""2"": 0, ""3"": 1, ""4"": 3}"
59,6,632,0.9484327046154272,0.9393709726957613,0.9778481012658228,"{""0"": 0, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 2, ""5"": 3}"
60,2,632,0.9936708779013222,0.9845510529189185,0.9984177215189873,"{""0"": 0, ""1"": 1}"
60,3,632,0.9925111804659875,0.9834479553599556,0.9968354430379747,"{""0"": 0, ""1"": 1, ""2"": 2}"
60,4,632,0.9628729011814071,0.9617048440263775,0.9873417721518988,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
60,5,632,0.6192632685758128,0.6883268545585428,0.7927215189873418,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 2}"
60,6,632,0.9179996715528864,0.9091596079495289,0.9620253164556962,"{""0"": 2, ""1"": 3, ""2"": 0, ""3"": 1, ""4"": 5, ""5"": 4}"
61,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
61,3,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1, ""2"": 2}"
61,4,632,0.9866615182967751,0.9785590754597153,0.995253164556962,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
61,5,632,0.578253530462284,0.6785683821577119,0.8006329113924051,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 3, ""4"": 0}"
61,6,632,0.8436967374594965,0.8567443735075806,0.9335443037974683,"{""0"": 3, ""1"": 0, ""2"": 2, ""3"": 1, ""4"": 5, ""5"": 4}"
62,2,632,0.9873618181534536,0.9723124057232461,0.9968354430379747,"{""0"": 0, ""1"": 1}"
62,3,632,0.9828679356197476,0.9670551216342164,0.9936708860759493,"{""0"": 1, ""1"": 2, ""2"": 0}"
62,4,632,0.9724269436983285,0.9662944305927227,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 3}"
62,5,632,0.7522502738720823,0.7752095986728664,0.8924050632911392,"{""0"": 0, ""1"": 4, ""2"": 1, ""3"": 3, ""4"": 2}"
62,6,632,0.5217935038669963,0.6477532622645352,0.6677215189873418,"{""0"": 5, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 4}"
63,2,632,0.9873616594697797,0.9722269838968309,0.9968354430379747,"{""0"": 1, ""1"": 0}"
63,3,632,0.9943705380483058,0.9898199641323379,0.9984177215189873,"{""0"": 1, ""1"": 0, ""2"": 2}"
63,4,632,0.9766079095107059,0.9676968487990095,0.9920886075949367,"{""0"": 3, ""1"": 2, ""2"": 1, ""3"": 0}"
63,5,632,0.592789625344862,0.6613566348899201,0.7784810126582279,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2, ""4"": 4}"
63,6,632,0.9017608476069993,0.8986186634710539,0.9604430379746836,"{""0"": 3, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 2, ""5"": 0}"
64,2,632,0.9810727985679059,0.9568290413444306,0.995253164556962,"{""0"": 1, ""1"": 0}"
64,3,632,0.9036812315370982,0.8797634324927046,0.9699367088607594,"{""0"": 1, ""1"": 2, ""2"": 0}"
64,4,632,0.963089540931469,0.9567785477685385,0.9873417721518988,"{""0"": 0, ""1"": 1, ""2"": 3, ""3"": 2}"
64,5,632,0.9245770674314084,0.9051010560835511,0.9699367088607594,"{""0"": 3, ""1"": 4, ""2"": 0, ""3"": 2, ""4"": 1}"
64,6,632,0.5166257195945184,0.6272009456902615,0.7120253164556962,"{""0"": 1, ""1"": 3, ""2"": 4, ""3"": 2, ""4"": 0, ""5"": 5}"
65,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
65,3,632,0.9850772651849525,0.972380270596508,0.995253164556962,"{""0"": 1, ""1"": 2, ""2"": 0}"
65,4,632,0.9006189029733453,0.9008888066064294,0.9651898734177216,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3}"
65,5,632,0.938682399162153,0.9298280205296616,0.9762658227848101,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0, ""4"": 4}"
65,6,632,0.7307343120732022,0.7721900790255453,0.8781645569620253,"{""0"": 0, ""1"": 5, ""2"": 1, ""3"": 3, ""4"": 4, ""5"": 2}"
66,2,632,0.987361812050309,0.9722697818088512,0.9968354430379747,"{""0"": 1, ""1"": 0}"
66,3,632,0.9775640782381,0.9678347972327125,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
66,4,632,0.9500775670266441,0.9398245812442623,0.9825949367088608,"{""0"": 1, ""1"": 3, ""2"": 2, ""3"": 0}"
66,5,632,0.842905454568845,0.8528233222514298,0.9367088607594937,"{""0"": 0, ""1"": 1, ""2"": 2, ""3"": 4, ""4"": 3}"
66,6,632,0.8383458158890577,0.8454597533243212,0.9319620253164557,"{""0"": 4, ""1"": 3, ""2"": 2, ""3"": 5, ""4"": 0, ""5"": 1}"
67,2,632,0.14467065749553668,0.21201094282190636,0.6914556962025317,"{""0"": 0, ""1"": 1}"
67,3,632,0.9902849355791142,0.9803819579137776,0.9968354430379747,"{""0"": 1, ""1"": 0, ""2"": 2}"
67,4,632,0.941107825879382,0.9254951036674675,0.9794303797468354,"{""0"": 3, ""1"": 1, ""2"": 2, ""3"": 0}"
67,5,632,0.6626162646159451,0.7430255810060029,0.8481012658227848,"{""0"": 3, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 2}"
67,6,632,0.8512990024658506,0.8667264492607425,0.9319620253164557,"{""0"": 0, ""1"": 5, ""2"": 3, ""3"": 1, ""4"": 2, ""5"": 4}"
68,2,632,0.9936708646186224,0.9845440179495617,0.9984177215189873,"{""0"": 1, ""1"": 0}"
68,3,632,0.9698319794562663,0.9488095329391036,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
68,4,632,0.9325870023712979,0.9255425601415593,0.9762658227848101,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
68,5,632,0.892350014352868,0.8831312300361327,0.9556962025316456,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 0, ""4"": 3}"
68,6,632,0.9625180840144908,0.9520538190753653,0.9841772151898734,"{""0"": 0, ""1"": 4, ""2"": 5, ""3"": 3, ""4"": 1, ""5"": 2}"
69,2,632,0.9936708858097872,0.984560085537352,0.9984177215189873,"{""0"": 1, ""1"": 0}"
69,3,632,0.9722082685769465,0.9568886399704059,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 2}"
69,4,632,0.985997529186189,0.9822550546765475,0.995253164556962,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 3}"
69,5,632,0.9164022014834106,0.8973794317404323,0.9667721518987342,"{""0"": 0, ""1"": 4, ""2"": 3, ""3"": 1, ""4"": 2}"
69,6,632,0.8539111784115642,0.8713707166662669,0.9382911392405063,"{""0"": 2, ""1"": 1, ""2"": 5, ""3"": 4, ""4"": 3, ""5"": 0}"
70,2,632,0.9873614936754145,0.9722006837610532,0.9968354430379747,"{""0"": 0, ""1"": 1}"
70,3,632,0.9754060003972476,0.9551852161424685,0.9920886075949367,"{""0"": 2, ""1"": 1, ""2"": 0}"
70,4,632,0.9356621359199886,0.9176815442952873,0.9762658227848101,"{""0"": 3, ""1"": 0, ""2"": 1, ""3"": 2}"
70,5,632,0.638414665807499,0.6910442563385312,0.8069620253164557,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 2}"
70,6,632,0.7202464637694458,0.7706154070712906,0.8718354430379747,"{""0"": 5, ""1"": 2, ""2"": 4, ""3"": 3, ""4"": 0, ""5"": 1}"
71,2,632,0.9873618317024134,0.9722996367512691,0.9968354430379747,"{""0"": 0, ""1"": 1}"
71,3,632,0.9735461813044286,0.9584325912786446,0.9920886075949367,"{""0"": 2, ""1"": 0, ""2"": 1}"
71,4,632,0.9236988125819154,0.9130969249799225,0.9731012658227848,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
71,5,632,0.8460524303702873,0.8549597958528582,0.9382911392405063,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3, ""4"": 4}"
71,6,632,0.4831078797769506,0.5940674646838299,0.6518987341772152,"{""0"": 3, ""1"": 4, ""2"": 2, ""3"": 1, ""4"": 0, ""5"": 5}"
72,2,632,1.0,1.0,1.0,"{""0"": 1, ""1"": 0}"
72,3,632,0.8661252752392518,0.8460993048026968,0.9588607594936709,"{""0"": 1, ""1"": 2, ""2"": 0}"
72,4,632,0.9330727819692813,0.9245786379681481,0.9762658227848101,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 2}"
72,5,632,0.7931947460532761,0.812016949805916,0.9145569620253164,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 4, ""4"": 3}"
72,6,632,0.47974608490948967,0.607794416188002,0.6408227848101266,"{""0"": 5, ""1"": 4, ""2"": 1, ""3"": 2, ""4"": 0, ""5"": 3}"
73,2,632,0.9936708424670813,0.9845361690679575,0.9984177215189873,"{""0"": 1, ""1"": 0}"
73,3,632,0.967140368573449,0.9416861173925992,0.9889240506329114,"{""0"": 2, ""1"": 0, ""2"": 1}"
73,4,632,0.9313915114643762,0.9125683171158039,0.9746835443037974,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2}"
73,5,632,0.8014268007349366,0.8098604021574822,0.9161392405063291,"{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 0, ""4"": 3}"
73,6,632,0.7325281395592919,0.7909639868217301,0.8607594936708861,"{""0"": 1, ""1"": 0, ""2"": 2, ""3"": 5, ""4"": 3, ""5"": 4}"
74,2,632,0.9936708832322156,0.984569304562261,0.9984177215189873,"{""0"": 0, ""1"": 1}"
74,3,632,0.968287304319461,0.9525623995695034,0.990506329113924,"{""0"": 2, ""1"": 1, ""2"": 0}"
74,4,632,0.960752255973741,0.9499335388371098,0.9857594936708861,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
74,5,632,0.609282224163009,0.6653102075211076,0.7927215189873418,"{""0"": 0, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 4}"
74,6,632,0.5063505658174035,0.6351517336969581,0.6582278481012658,"{""0"": 1, ""1"": 2, ""2"": 5, ""3"": 3, ""4"": 4, ""5"": 0}"
75,2,632,0.9437601645080868,0.9062920852570365,0.9857594936708861,"{""0"": 0, ""1"": 1}"
75,3,632,0.805876562449765,0.8080863929458889,0.939873417721519,"{""0"": 1, ""1"": 2, ""2"": 0}"
75,4,632,0.9570416297118646,0.9398824025936421,0.9841772151898734,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
75,5,632,0.7746545069124188,0.7998116955959504,0.9034810126582279,"{""0"": 4, ""1"": 0, ""2"": 3, ""3"": 2, ""4"": 1}"
75,6,632,0.49890707034327536,0.603422251805137,0.6629746835443038,"{""0"": 5, ""1"": 3, ""2"": 0, ""3"": 2, ""4"": 4, ""5"": 1}"
76,2,632,0.9623262345960969,0.9257950736877893,0.990506329113924,"{""0"": 0, ""1"": 1}"
76,3,632,0.9776879399121476,0.9680315776851873,0.9936708860759493,"{""0"": 0, ""1"": 1, ""2"": 2}"
76,4,632,0.8937335142536043,0.8917725407037357,0.9620253164556962,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
76,5,632,0.4442760558115332,0.561255966030848,0.6376582278481012,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 2}"
76,6,632,0.7689909043216622,0.7840067216492111,0.8892405063291139,"{""0"": 4, ""1"": 0, ""2"": 5, ""3"": 3, ""4"": 1, ""5"": 2}"
77,2,632,0.9873617596889012,0.9722500094707324,0.9968354430379747,"{""0"": 1, ""1"": 0}"
77,3,632,0.967941638337449,0.9520545481626905,0.990506329113924,"{""0"": 0, ""1"": 1, ""2"": 2}"
77,4,632,0.9383074755467732,0.9211901872506464,0.9778481012658228,"{""0"": 0, ""1"": 3, ""2"": 1, ""3"": 2}"
77,5,632,0.7936126096569575,0.8128235334215149,0.9161392405063291,"{""0"": 2, ""1"": 0, ""2"": 3, ""3"": 1, ""4"": 4}"
77,6,632,0.9415491618527866,0.9412374498187123,0.9778481012658228,"{""0"": 5, ""1"": 3, ""2"": 1, ""3"": 4, ""4"": 0, ""5"": 2}"
78,2,632,0.9936707873282496,0.9845228624743079,0.9984177215189873,"{""0"": 0, ""1"": 1}"
78,3,632,0.7791412955137514,0.7858825500198436,0.930379746835443,"{""0"": 1, ""1"": 2, ""2"": 0}"
78,4,632,0.9623474170070823,0.9435059181399627,0.9857594936708861,"{""0"": 1, ""1"": 2, ""2"": 0, ""3"": 3}"
78,5,632,0.6480088325094024,0.7004279091743244,0.8227848101265823,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3}"
78,6,632,0.8591228467344613,0.8704578746478757,0.935126582278481,"{""0"": 2, ""1"": 1, ""2"": 4, ""3"": 5, ""4"": 3, ""5"": 0}"
79,2,632,0.9192864482947347,0.8754187646476176,0.9794303797468354,"{""0"": 0, ""1"": 1}"
79,3,632,0.9753989584248484,0.9554005264421526,0.9920886075949367,"{""0"": 1, ""1"": 2, ""2"": 0}"
79,4,632,0.9522606654431991,0.9341994361185594,0.9825949367088608,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 0}"
79,5,632,0.4108610484847795,0.5613548415640552,0.6550632911392406,"{""0"": 1, ""1"": 4, ""2"": 2, ""3"": 3, ""4"": 0}"
79,6,632,0.6871096221982437,0.7595202178362045,0.8512658227848101,"{""0"": 4, ""1"": 0, ""2"": 1, ""3"": 3, ""4"": 5, ""5"": 2}"
80,2,632,0.9748039140855685,0.9509181083647031,0.9936708860759493,"{""0"": 0, ""1"": 1}"
80,3,632,0.9098794171655628,0.8816670169975083,0.9731012658227848,"{""0"": 0, ""1"": 1, ""2"": 2}"
80,4,632,0.952368579597251,0.9360931662954506,0.9825949367088608,"{""0"": 2, ""1"": 1, ""2"": 0, ""3"": 3}"
80,5,632,0.5519909618083167,0.6483540471846913,0.7832278481012658,"{""0"": 2, ""1"": 4, ""2"": 3, ""3"": 0, ""4"": 1}"
80,6,632,0.7778193935231025,0.7965049278211486,0.9003164556962026,"{""0"": 3, ""1"": 1, ""2"": 0, ""3"": 5, ""4"": 4, ""5"": 2}"
81,2,632,0.9936708818950358,0.9845542661058769,0.9984177215189873,"{""0"": 1, ""1"": 0}"
81,3,632,0.7835020827938516,0.7928177817299236,0.9319620253164557,"{""0"": 1, ""1"": 0, ""2"": 2}"
81,4,632,0.9775610754702534,0.9696220526295711,0.9920886075949367,"{""0"": 1, ""1"": 0, ""2"": 3, ""3"": 2}"
81,5,632,0.6270830569454232,0.6865687424953458,0.8132911392405063,"{""0"": 4, ""1"": 1, ""2"": 0, ""3"": 2, ""4"": 3}"
81,6,632,0.5127235535788005,0.6285694351389413,0.6677215189873418,"{""0"": 4, ""1"": 5, ""2"": 0, ""3"": 2, ""4"": 3, ""5"": 1}"
82,2,632,0.14523177594674497,0.21091722829953086,0.6914556962025317,"{""0"": 0, ""1"": 1}"
82,3,632,0.9962292418743119,0.9906716724316003,0.9984177215189873,"{""0"": 2, ""1"": 1, ""2"": 0}"
82,4,632,0.9544509149436885,0.9425060227451124,0.9841772151898734,"{""0"": 1, ""1"": 3, ""2"": 0, ""3"": 2}"
82,5,632,0.6753438873465676,0.7176527546918221,0.8370253164556962,"{""0"": 2, ""1"": 4, ""2"": 1, ""3"": 0, ""4"": 3}"
82,6,632,0.7997214516509711,0.825923048764445,0.9003164556962026,"{""0"": 4, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 0, ""5"": 5}"
83,2,632,1.0,1.0,1.0,"{""0"": 0, ""1"": 1}"
